elem_index,file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,treat_2023,reason_2023,comment_2023,treat_2024,reason_2024,comment_2024,treat_2025,reason_2025,comment_2025,treat_2026,reason_2026,comment_2026,treat_2027,reason_2027,comment_2027,treat_2028,reason_2028,comment_2028,treat_2029,reason_2029,comment_2029,treat_2030,reason_2030,comment_2030,treat_2031,reason_2031,comment_2031,treat_2032,reason_2032,comment_2032,treat_2033,reason_2033,comment_2033,treat_2034,reason_2034,comment_2034,treat_2035,reason_2035,comment_2035,treat_2036,reason_2036,comment_2036,treat_2037,reason_2037,comment_2037,treat_2038,reason_2038,comment_2038,treat_2039,reason_2039,comment_2039,treat_2040,reason_2040,comment_2040,treat_2041,reason_2041,comment_2041,treat_2042,reason_2042,comment_2042,treat_2043,reason_2043,comment_2043,treat_2044,reason_2044,comment_2044,treat_2045,reason_2045,comment_2045,treat_2046,reason_2046,comment_2046,treat_2047,reason_2047,comment_2047,treat_2048,reason_2048,comment_2048,treat_2049,reason_2049,comment_2049,treat_2050,reason_2050,comment_2050,treat_2051,reason_2051,comment_2051,treat_2052,reason_2052,comment_2052,treat_2053,reason_2053,comment_2053
115,9339,Weston Way,1051,1219,All,,,,ChipSeal_P,pdi =4.6; sdi =36.09; age =16,mesh_cracks =0; shove =0; poth =0.22,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =15.41; sdi =37.18; age =6,mesh_cracks =1.16; shove =0; poth =0,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =18.32; sdi =44.43; age =6,mesh_cracks =1.2; shove =0; poth =0,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =18.36; sdi =44.51; age =6,mesh_cracks =1.24; shove =0; poth =0,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =18.67; sdi =44.6; age =6,mesh_cracks =1.55; shove =0; poth =0,,,
116,19,Elm Close,0,82,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =3.95; sdi =5.47; age =11,mesh_cracks =1.59; shove =1; poth =0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.47; sdi =13.41; age =15,mesh_cracks =1.22; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,
117,15,Fendall Close,0,438,All,,,,ChipSeal_P,pdi =0; sdi =26.54; age =11,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.36; sdi =12.35; age =8,mesh_cracks =1.13; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.55; sdi =12.53; age =8,mesh_cracks =1.3; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.63; sdi =12.91; age =8,mesh_cracks =1.36; shove =0; poth =1,,,,,,
118,30,Curly McLeod Way,69,82,All,,,,,,,,,,,,,,,,Preseal_AC,pdi =11.74; sdi =22.73; age =43,mesh_cracks =0.61; shove =0.32; poth =0.33,ThinAC_H,pdi =0; sdi =0; age =0,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =13.54; sdi =13.54; age =15,mesh_cracks =1.56; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,
119,6,Croatia Avenue,0,42,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =52.31; sdi =6.03; age =13,mesh_cracks =47.65; shove =1.16; poth =0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_UL,pdi =100; sdi =1.15; age =10,mesh_cracks =100; shove =0; poth =0,,,,SecondCoat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,16,Sarah Lane,0,515,All,,,,,,,,,,,,,ChipSeal_P,pdi =3.29; sdi =4.27; age =19,mesh_cracks =0.46; shove =0.24; poth =0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.5; sdi =13.5; age =14,mesh_cracks =1.25; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,30,Curly McLeod Way,69,82,All,,,,,,,,,,,,,,,,Preseal_AC,pdi =19.19; sdi =28.28; age =43,mesh_cracks =0.53; shove =0.33; poth =1.65,ThinAC_H,pdi =0; sdi =0; age =0,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =13.54; sdi =13.54; age =15,mesh_cracks =1.56; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,
122,32,Karearea Lane,820,1262,All,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =5.37; sdi =5.54; age =13,mesh_cracks =1.41; shove =1.15; poth =0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =10.2; sdi =12.24; age =15,mesh_cracks =0; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,
123,20,Burkes Creek Road,765,1789,All,,,,ChipSeal_P,pdi =0; sdi =25.91; age =12,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.49; sdi =12.61; age =9,mesh_cracks =1.24; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.36; sdi =12.36; age =8,mesh_cracks =1.14; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.57; sdi =12.76; age =8,mesh_cracks =1.31; shove =0; poth =1,,,
124,32,Karearea Lane,154,820,All,,,,,,,ChipSeal_P,pdi =6.78; sdi =6.8; age =17,mesh_cracks =0.13; shove =0.07; poth =0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.53; sdi =13.94; age =15,mesh_cracks =1.26; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,9339,Weston Way,1237,1589,All,,,,ChipSeal_P,pdi =0; sdi =1.84; age =16,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.93; sdi =13.25; age =8,mesh_cracks =1.65; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =13.18; sdi =13.75; age =8,mesh_cracks =1.85; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =13.81; sdi =14.39; age =8,mesh_cracks =2.45; shove =1; poth =1,,,,,,
126,20,Burkes Creek Road,765,1789,All,,,,ChipSeal_P,pdi =6.11; sdi =11.7; age =12,mesh_cracks =6.11; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.49; sdi =12.61; age =9,mesh_cracks =1.24; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.36; sdi =12.36; age =8,mesh_cracks =1.14; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.57; sdi =12.76; age =8,mesh_cracks =1.31; shove =0; poth =1,,,
127,29,Riroriro Road,122,139,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UL,pdi =4.64; sdi =5.67; age =20,mesh_cracks =1.11; shove =1.07; poth =0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UL,pdi =12.28; sdi =10.69; age =20,mesh_cracks =1; shove =1; poth =1
128,9339,Weston Way,1589,1999,All,,,,,,,ChipSeal_P,pdi =1.16; sdi =1.14; age =17,mesh_cracks =0.23; shove =0.08; poth =0.08,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.98; sdi =13.36; age =8,mesh_cracks =1.67; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =13.21; sdi =13.82; age =8,mesh_cracks =1.87; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =13.89; sdi =14.76; age =8,mesh_cracks =2.52; shove =1; poth =1,,,
129,20,Burkes Creek Road,549,697,All,,,,,,,,,,,,,ChipSeal_P,pdi =3.27; sdi =3.34; age =15,mesh_cracks =0.46; shove =0.24; poth =0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.5; sdi =12.64; age =9,mesh_cracks =1.25; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.37; sdi =12.39; age =8,mesh_cracks =1.14; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,
130,1092,Bronte Road East,156,183,All,,,,,,,,,,,,,,,,Preseal_AC,pdi =12.91; sdi =25.83; age =26,mesh_cracks =0.56; shove =0.32; poth =0.33,ThinAC_H,pdi =0; sdi =0; age =0,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =13.21; sdi =12.95; age =15,mesh_cracks =1.46; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,
131,917,Port Street East,2120,2350,All,,,,,,,,,,ChipSeal_P,pdi =3.04; sdi =3.91; age =18,mesh_cracks =0.2; shove =1.07; poth =0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.29; sdi =13.05; age =16,mesh_cracks =1.09; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,1,Conifer Close,0,378,All,,,,ChipSeal_P,pdi =14.86; sdi =8.11; age =10,mesh_cracks =2.33; shove =4.42; poth =0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.52; sdi =13.63; age =14,mesh_cracks =1.27; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,20,Burkes Creek Road,549,697,All,,,,ChipSeal_P,pdi =0; sdi =7.92; age =12,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.48; sdi =12.59; age =9,mesh_cracks =1.23; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.36; sdi =12.35; age =8,mesh_cracks =1.13; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.56; sdi =12.74; age =8,mesh_cracks =1.3; shove =0; poth =1,,,
134,9339,Weston Way,2696,3114,All,,,,,,,ChipSeal_P,pdi =1.04; sdi =1.05; age =17,mesh_cracks =0.16; shove =0.08; poth =0.07,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.37; sdi =12.4; age =8,mesh_cracks =1.14; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.58; sdi =12.79; age =8,mesh_cracks =1.32; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.65; sdi =12.97; age =8,mesh_cracks =1.38; shove =0; poth =1,,,
135,21,Tapeka Heights Lane,0,277,All,,,,,,,,,,,,,ChipSeal_P,pdi =3.67; sdi =3.68; age =20,mesh_cracks =0.69; shove =0.26; poth =0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.21; sdi =15.79; age =14,mesh_cracks =1.85; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,10,Upper Ahu Ahu Road,46,68,All,,,,,,,,,,,,,,,,Preseal_AC,pdi =17.29; sdi =36.87; age =16,mesh_cracks =0.8; shove =1.15; poth =0.25,ThinAC_H,pdi =0; sdi =0; age =0,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =13.98; sdi =14.17; age =15,mesh_cracks =1.74; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,
137,26,Stud Road,0,205,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =4.33; sdi =5.3; age =14,mesh_cracks =0.99; shove =1.08; poth =0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.54; sdi =13.15; age =11,mesh_cracks =1.29; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.81; sdi =13.66; age =11,mesh_cracks =1.52; shove =0; poth =1
138,1038,Gossey Drive North,1319,1723,All,,,,,,,ChipSeal_P,pdi =32.54; sdi =24.37; age =11,mesh_cracks =18.44; shove =3.79; poth =0.1,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =102.72; sdi =44; age =6,mesh_cracks =85.6; shove =0; poth =0,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =102.72; sdi =44.02; age =6,mesh_cracks =85.6; shove =0; poth =0,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =102.72; sdi =44.26; age =6,mesh_cracks =85.6; shove =0; poth =0,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =102.72; sdi =44.32; age =6,mesh_cracks =85.6; shove =0; poth =0
139,917,Port Street East,21,396,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =112.42; sdi =50; age =6,mesh_cracks =92.42; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_RL,pdi =120; sdi =50; age =10,mesh_cracks =100; shove =0; poth =0,,,,SecondCoat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,11,Lower Ahu Ahu Road,158,179,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UL,pdi =19.66; sdi =30.18; age =18,mesh_cracks =0; shove =7.59; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,1037,Epiha Road Upper,0,415,All,,,,,,,,,,,,,ChipSeal_P,pdi =4.35; sdi =4.35; age =13,mesh_cracks =0.46; shove =1.16; poth =0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.51; sdi =12.67; age =9,mesh_cracks =1.25; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.54; sdi =12.5; age =8,mesh_cracks =1.28; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,
142,41,Huamanu Street,0,116,All,,,,,,,,,,,,,,,,ThinAC_P,pdi =13.21; sdi =13.33; age =40,mesh_cracks =0.52; shove =0.33; poth =1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =11.88; sdi =11.92; age =16,mesh_cracks =1.12; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,
143,41,Huamanu Street,0,116,All,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =9.76; sdi =15.84; age =41,mesh_cracks =0.76; shove =0.43; poth =0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UL,pdi =20; sdi =50; age =14,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,16,Sarah Lane,0,515,All,,,,,,,,,,,,,ChipSeal_P,pdi =3.29; sdi =4.27; age =19,mesh_cracks =0.46; shove =0.24; poth =0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.5; sdi =13.5; age =14,mesh_cracks =1.25; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,36,Paneika Lane,370,391,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =6.21; sdi =6.42; age =25,mesh_cracks =0.94; shove =0.44; poth =0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.57; sdi =13.86; age =14,mesh_cracks =1.29; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,9339,Weston Way,1999,2369,All,,,,ChipSeal_P,pdi =15.63; sdi =0; age =16,mesh_cracks =15.63; shove =0; poth =0,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =85.6; sdi =1.22; age =6,mesh_cracks =85.6; shove =0; poth =0,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =85.8; sdi =1.96; age =6,mesh_cracks =85.6; shove =0; poth =0,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =85.8; sdi =2.02; age =6,mesh_cracks =85.6; shove =0; poth =0,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =85.8; sdi =2.09; age =6,mesh_cracks =85.6; shove =0; poth =0,,,
147,1092,Bronte Road East,0,156,All,,,,,,,,,,ChipSeal_P,pdi =1.91; sdi =1.97; age =22,mesh_cracks =0.2; shove =0.15; poth =0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.22; sdi =12.5; age =15,mesh_cracks =1; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,42,Te Manaki Street,0,377,All,,,,,,,,,,ChipSeal_P,pdi =11.73; sdi =31.65; age =20,mesh_cracks =0.43; shove =0.15; poth =0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =20; sdi =51.19; age =10,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =20; sdi =51.41; age =10,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,
149,974,Railway Terrace East,0,730,All,,,,,,,,,,ChipSeal_P,pdi =4.57; sdi =27.13; age =12,mesh_cracks =1.11; shove =0; poth =0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.4; sdi =13.22; age =16,mesh_cracks =1.2; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,29,Riroriro Road,122,139,All,,,,,,,,,,,,,,,,,,,,,,RehabAC_UL,pdi =8.8; sdi =19.18; age =18,mesh_cracks =1.13; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preseal_AC,pdi =12.28; sdi =10.69; age =20,mesh_cracks =1; shove =1; poth =1,,,,,,
151,9339,Weston Way,3457,3675,All,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =5.07; sdi =5.32; age =21,mesh_cracks =1.22; shove =1.15; poth =0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =13.3; sdi =13.13; age =16,mesh_cracks =1.48; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,
152,15,Fendall Close,643,736,All,,,,,,,,,,,,,ChipSeal_P,pdi =9.59; sdi =18.77; age =10,mesh_cracks =0.83; shove =1.08; poth =0.18,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =18.12; sdi =44.31; age =6,mesh_cracks =1; shove =0; poth =0,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =18.29; sdi =44.38; age =6,mesh_cracks =1.17; shove =0; poth =0,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =18.33; sdi =44.45; age =6,mesh_cracks =1.21; shove =0; poth =0,,,,,,,,,,,,,,,
153,974,Railway Terrace East,0,730,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =14.08; sdi =12.88; age =14,mesh_cracks =1.39; shove =0; poth =1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_RL,pdi =10; sdi =11; age =12,mesh_cracks =0; shove =0; poth =1,,,,SecondCoat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,33,Okoare Lane,0,58,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.51; sdi =11.72; age =10,mesh_cracks =1.11; shove =0; poth =1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.2; sdi =12.4; age =13,mesh_cracks =1; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,37,Freemason Avenue,0,149,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =13.45; sdi =27.44; age =20,mesh_cracks =0.78; shove =0.33; poth =0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =20; sdi =51.2; age =10,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =20; sdi =51.44; age =10,mesh_cracks =0; shove =0; poth =0,,,,,,,,,
156,35,Leicester Place,0,660,All,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =17.07; sdi =20.88; age =9,mesh_cracks =1.45; shove =0; poth =1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =13.39; sdi =14.46; age =10,mesh_cracks =1.15; shove =0; poth =1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,30,Curly McLeod Way,0,69,All,,,,,,,,,,ChipSeal_P,pdi =1.96; sdi =2.01; age =19,mesh_cracks =0.22; shove =0.15; poth =0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.22; sdi =12.68; age =15,mesh_cracks =1; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,25,Founders Lane,0,597,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =4.2; sdi =5.43; age =14,mesh_cracks =2.03; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_UL,pdi =19.08; sdi =49.23; age =10,mesh_cracks =0; shove =0; poth =0,,,,SecondCoat,,,,,,,,,,,,,,
159,36,Paneika Lane,391,520,All,,,,,,,,,,,,,,,,ThinAC_P,pdi =1.89; sdi =92.49; age =7,mesh_cracks =1; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabAC_UL,pdi =4.34; sdi =6.33; age =16,mesh_cracks =1.8; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,
160,35,Leicester Place,0,660,All,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =22.96; sdi =50; age =9,mesh_cracks =2.96; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =21.34; sdi =52.39; age =11,mesh_cracks =1.34; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,43,Infantry Lane,0,95,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =5.56; sdi =5.72; age =24,mesh_cracks =0.62; shove =0.42; poth =0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.22; sdi =12.63; age =15,mesh_cracks =1; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,
162,29,Riroriro Road,0,122,All,,,,ChipSeal_P,pdi =0; sdi =26.82; age =8,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.35; sdi =13.16; age =15,mesh_cracks =1.11; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,15,Fendall Close,736,814,All,,,,ChipSeal_P,pdi =1.6; sdi =0; age =22,mesh_cracks =1.6; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.6; sdi =12.84; age =8,mesh_cracks =1.34; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.88; sdi =13.14; age =8,mesh_cracks =1.6; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =13.11; sdi =13.61; age =8,mesh_cracks =1.78; shove =1; poth =1,,,,,,
164,9339,Weston Way,965,1051,All,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =7.01; sdi =7.47; age =17,mesh_cracks =2.41; shove =1.09; poth =0.18,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =4.45; sdi =7.08; age =6,mesh_cracks =1.62; shove =0; poth =0,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =18.36; sdi =44.5; age =6,mesh_cracks =1.24; shove =0; poth =0,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =18.65; sdi =44.58; age =6,mesh_cracks =1.53; shove =0; poth =0,,,,,,
165,23,Apple Orchard Lane,0,185,All,,,,ChipSeal_P,pdi =7.52; sdi =3.84; age =37,mesh_cracks =5.99; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_UL,pdi =3.5; sdi =5.2; age =15,mesh_cracks =1.42; shove =0; poth =0,,,,SecondCoat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,32,Karearea Lane,84,154,All,,,,,,,,,,ChipSeal_P,pdi =14.97; sdi =2.07; age =30,mesh_cracks =0.22; shove =13.1; poth =0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =100.29; sdi =0.72; age =10,mesh_cracks =0; shove =100; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =100; sdi =1.18; age =10,mesh_cracks =0; shove =100; poth =0,,,,,,,,,,,,,,,
167,9339,Weston Way,2385,2696,All,,,,,,,ChipSeal_P,pdi =1.04; sdi =1.05; age =17,mesh_cracks =0.16; shove =0.08; poth =0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.56; sdi =13.22; age =11,mesh_cracks =1.3; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.85; sdi =13.79; age =11,mesh_cracks =1.55; shove =0; poth =1,,,,,,,,,,,,
168,28,Stirrup Lane,0,261,All,,,,,,,,,,,,,ChipSeal_P,pdi =3.58; sdi =4.48; age =11,mesh_cracks =0.54; shove =1.08; poth =0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.74; sdi =14.13; age =14,mesh_cracks =1.45; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,1013,Brook Street North,0,220,All,,,,,,,,,,ChipSeal_P,pdi =1.94; sdi =1.99; age =22,mesh_cracks =0.21; shove =0.15; poth =0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.22; sdi =12.6; age =15,mesh_cracks =1; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
