elem_index,file_section_id,file_section_name,file_loc_from,file_loc_to,file_lane_name,treat_2023,reason_2023,comment_2023,treat_2024,reason_2024,comment_2024,treat_2025,reason_2025,comment_2025,treat_2026,reason_2026,comment_2026,treat_2027,reason_2027,comment_2027,treat_2028,reason_2028,comment_2028,treat_2029,reason_2029,comment_2029,treat_2030,reason_2030,comment_2030,treat_2031,reason_2031,comment_2031,treat_2032,reason_2032,comment_2032,treat_2033,reason_2033,comment_2033,treat_2034,reason_2034,comment_2034,treat_2035,reason_2035,comment_2035,treat_2036,reason_2036,comment_2036,treat_2037,reason_2037,comment_2037,treat_2038,reason_2038,comment_2038,treat_2039,reason_2039,comment_2039,treat_2040,reason_2040,comment_2040,treat_2041,reason_2041,comment_2041,treat_2042,reason_2042,comment_2042,treat_2043,reason_2043,comment_2043
164,9339,Weston Way,965,1051,All,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =7.01; sdi =7.47; age =17,mesh_cracks =2.41; shove =1.09; poth =0.18,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =4.45; sdi =7.08; age =6,mesh_cracks =1.62; shove =0; poth =0,,,,,,,,,,,,,,,,,,
165,23,Apple Orchard Lane,0,185,All,,,,ChipSeal_P,pdi =7.52; sdi =3.84; age =37,mesh_cracks =5.99; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =3.5; sdi =5.2; age =15,mesh_cracks =1.42; shove =0; poth =0,,,,,,,,,
166,32,Karearea Lane,84,154,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =21.87; sdi =5.97; age =33,mesh_cracks =0.65; shove =16.49; poth =0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =100.3; sdi =0.74; age =10,mesh_cracks =0; shove =100; poth =0,,,,,,,,,
167,9339,Weston Way,2385,2696,All,,,,,,,ChipSeal_P,pdi =1.04; sdi =1.05; age =17,mesh_cracks =0.16; shove =0.08; poth =0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.56; sdi =13.22; age =11,mesh_cracks =1.3; shove =0; poth =1,,,,,,,,,,,,,,,,,,
168,28,Stirrup Lane,0,261,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =4.85; sdi =5.8; age =12,mesh_cracks =0.78; shove =1.16; poth =0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.75; sdi =14.18; age =14,mesh_cracks =1.46; shove =0; poth =1
169,1013,Brook Street North,0,220,All,,,,,,,,,,ChipSeal_P,pdi =1.94; sdi =1.99; age =22,mesh_cracks =0.21; shove =0.15; poth =0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.22; sdi =12.6; age =15,mesh_cracks =1; shove =0; poth =1,,,
170,7056,Dawick Street,78,88,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =65.46; sdi =51.98; age =20,mesh_cracks =43.4; shove =1.07; poth =0.17,,,,,,,,,,,,,,,,,,,,,
171,10,Upper Ahu Ahu Road,46,68,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =120.48; sdi =20.61; age =23,mesh_cracks =62.09; shove =44.05; poth =1.28,,,,,,,,,,,,,,,,,,,,,,,,
172,32,Karearea Lane,0,56,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =77.47; sdi =48.41; age =39,mesh_cracks =50.4; shove =1.24; poth =1.24,,,,,,,,,,,,,,,,,,,,,,,,
173,20,Burkes Creek Road,765,1789,All,,,,,,,ChipSeal_P,pdi =12.17; sdi =1.03; age =13,mesh_cracks =11.29; shove =0.08; poth =0.08,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =85.6; sdi =1.19; age =6,mesh_cracks =85.6; shove =0; poth =0,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =85.6; sdi =1.22; age =6,mesh_cracks =85.6; shove =0; poth =0,,,,,,,,,,,,
174,16,Sarah Lane,0,515,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =23.14; sdi =40.56; age =21,mesh_cracks =1.01; shove =0.44; poth =1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =33.44; sdi =64.87; age =10,mesh_cracks =0; shove =0; poth =1.34,,,,,,,,,
175,1,Conifer Close,0,378,All,,,,,,,,,,ChipSeal_P,pdi =3.3; sdi =9.61; age =12,mesh_cracks =0.32; shove =1.08; poth =0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.54; sdi =13.72; age =14,mesh_cracks =1.28; shove =0; poth =1,,,,,,
176,9,Kowhai Glen,0,305,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =22.15; sdi =28.63; age =39,mesh_cracks =0.79; shove =0.43; poth =1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =33.17; sdi =63.17; age =10,mesh_cracks =0; shove =0; poth =1.32,,,,,,,,,
177,1,Conifer Close,0,378,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =59.01; sdi =7.84; age =15,mesh_cracks =47.03; shove =6.58; poth =0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =105.99; sdi =1.47; age =10,mesh_cracks =100; shove =5.99; poth =0,,,,,,,,,
178,30,Curly McLeod Way,0,69,All,,,,ChipSeal_P,pdi =7.08; sdi =7.08; age =17,mesh_cracks =0; shove =0; poth =0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.22; sdi =12.66; age =15,mesh_cracks =1; shove =0; poth =1,,,,,,,,,
179,36,Paneika Lane,0,370,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =69.04; sdi =4.47; age =16,mesh_cracks =1.52; shove =65.73; poth =0,,,,,,,,,,,,,,,,,,,,,,,,
180,917,Port Street East,0,21,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =20.69; sdi =26.93; age =23,mesh_cracks =0.56; shove =0.32; poth =1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_RL,pdi =32.08; sdi =62.08; age =10,mesh_cracks =0; shove =0; poth =1.21,,,,SecondCoat,,,,,,,,
181,3,Matai Way,0,557,All,,,,ChipSeal_P,pdi =6.02; sdi =6.02; age =19,mesh_cracks =0; shove =0; poth =0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.34; sdi =13.07; age =15,mesh_cracks =1.1; shove =0; poth =1,,,,,,,,,
182,38,Tyler Place,322,334,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =1.22; sdi =24.32; age =11,mesh_cracks =1.09; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,1037,Epiha Road Upper,0,415,All,,,,ChipSeal_P,pdi =0; sdi =22.64; age =10,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.49; sdi =12.61; age =9,mesh_cracks =1.24; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.37; sdi =12.39; age =8,mesh_cracks =1.14; shove =0; poth =1
184,917,Port Street East,1340,1431,All,,,,,,,ChipSeal_P,pdi =0.91; sdi =0.92; age =20,mesh_cracks =0.1; shove =0.07; poth =0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.3; sdi =13.17; age =16,mesh_cracks =1.1; shove =0; poth =1,,,
185,917,Port Street East,21,396,All,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =100.2; sdi =0.5; age =7,mesh_cracks =100; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =100; sdi =0; age =10,mesh_cracks =100; shove =0; poth =0,,,,,,
186,29,Riroriro Road,0,122,All,,,,,,,,,,ChipSeal_P,pdi =14.5; sdi =11.21; age =10,mesh_cracks =3.42; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.35; sdi =13.2; age =15,mesh_cracks =1.11; shove =0; poth =1,,,
187,23,Apple Orchard Lane,0,185,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =48.13; sdi =68.35; age =42,mesh_cracks =32.34; shove =0.45; poth =0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =120; sdi =50; age =10,mesh_cracks =100; shove =0; poth =0,,,,,,,,,
188,9339,Weston Way,886,939,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =17.2; sdi =19.57; age =19,mesh_cracks =4.47; shove =1.74; poth =0.69,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =22.36; sdi =49.66; age =8,mesh_cracks =2.49; shove =0; poth =0,,,,,,
189,4,Highfield Drive,0,71,All,,,,,,,,,,,,,ChipSeal_P,pdi =3.11; sdi =3.19; age =19,mesh_cracks =0.37; shove =0.23; poth =0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.34; sdi =13.07; age =15,mesh_cracks =1.1; shove =0; poth =1
190,29,Riroriro Road,0,122,All,,,,,,,,,,,,,ChipSeal_P,pdi =3.27; sdi =4.2; age =11,mesh_cracks =0.39; shove =1; poth =0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.36; sdi =13.22; age =15,mesh_cracks =1.11; shove =0; poth =1
191,38,Tyler Place,334,389,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =46.75; sdi =7.03; age =37,mesh_cracks =40.98; shove =0.51; poth =0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =100; sdi =1.53; age =10,mesh_cracks =100; shove =0; poth =0,,,,,,,,,
192,13,Puriri Dale Way,0,293,All,,,,,,,,,,ChipSeal_P,pdi =2.19; sdi =2.21; age =20,mesh_cracks =0.35; shove =0.16; poth =0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.78; sdi =14.36; age =14,mesh_cracks =1.49; shove =0; poth =1,,,,,,
193,917,Port Street East,1431,2115,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.32; sdi =28.12; age =20,mesh_cracks =0.56; shove =1.23; poth =0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =20; sdi =50; age =10,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,
194,917,Port Street East,21,396,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =6.02; sdi =6.11; age =14,mesh_cracks =1.84; shove =1.16; poth =0.26,,,,,,,,,,,,,,,,,,
195,974,Railway Terrace East,0,730,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =57.04; sdi =28.75; age =15,mesh_cracks =44.34; shove =1; poth =0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =120; sdi =50; age =10,mesh_cracks =100; shove =0; poth =0,,,,,,,,,
196,37,Freemason Avenue,149,172,All,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =0.26; sdi =67.63; age =13,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,9339,Weston Way,1051,1219,All,,,,,,,,,,ChipSeal_P,pdi =8.09; sdi =35.64; age =18,mesh_cracks =0.61; shove =0.17; poth =0.16,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =18.29; sdi =44.38; age =6,mesh_cracks =1.17; shove =0; poth =0,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =18.33; sdi =44.45; age =6,mesh_cracks =1.21; shove =0; poth =0,,,,,,,,,
198,917,Port Street East,2120,2350,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =16.58; sdi =34.17; age =20,mesh_cracks =0.65; shove =1.23; poth =0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RehabCS_RL,pdi =20; sdi =50; age =10,mesh_cracks =0; shove =0; poth =0,,,,SecondCoat,,,,,,,,
199,9339,Weston Way,1589,1999,All,,,,ChipSeal_P,pdi =6.24; sdi =0; age =16,mesh_cracks =6.24; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.93; sdi =13.25; age =8,mesh_cracks =1.65; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =13.18; sdi =13.76; age =8,mesh_cracks =1.85; shove =1; poth =1,,,
200,917,Port Street East,874,1340,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =16.74; sdi =5.51; age =24,mesh_cracks =0.66; shove =11.64; poth =0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =100; sdi =0; age =11,mesh_cracks =0; shove =100; poth =0,,,,,,
201,20,Burkes Creek Road,697,765,All,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =4.53; sdi =5.51; age =16,mesh_cracks =1.11; shove =1.08; poth =0.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,18,Monaghan Way,0,80,All,,,,,,,,,,ChipSeal_P,pdi =0; sdi =57.7; age =8,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =10.2; sdi =12.29; age =16,mesh_cracks =0; shove =0; poth =1
203,6,Croatia Avenue,42,76,All,,,,,,,,,,,,,,,,,,,,,,Preseal_AC,pdi =18.33; sdi =34.56; age =45,mesh_cracks =1.19; shove =0.53; poth =0.54,,,,,,,ThinAC_H,pdi =0.79; sdi =1.98; age =2,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,21,Tapeka Heights Lane,0,277,All,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =33.09; sdi =17.54; age =23,mesh_cracks =18.06; shove =0.6; poth =1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =110.2; sdi =12.43; age =10,mesh_cracks =100; shove =0; poth =1,,,,,,
205,36,Paneika Lane,0,370,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =2.01; sdi =7.38; age =13,mesh_cracks =1; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,38,Tyler Place,279,322,All,,,,,,,,,,,,,,,,,,,,,,Preseal_AC,pdi =17.81; sdi =30.98; age =38,mesh_cracks =2.01; shove =0.57; poth =0.55,ThinAC_H,pdi =0; sdi =0; age =0,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,917,Port Street East,0,21,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =9.44; sdi =4.16; age =23,mesh_cracks =5.77; shove =0.32; poth =0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,917,Port Street East,0,21,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =23.35; sdi =36.69; age =24,mesh_cracks =18.5; shove =0.43; poth =0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =100; sdi =0; age =10,mesh_cracks =100; shove =0; poth =0,,,,,,,,,
209,37,Freemason Avenue,149,172,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =53.27; sdi =82.48; age =18,mesh_cracks =1.33; shove =0; poth =3.23,,,,,,,,,,,,,,,,,,,,,
210,20,Burkes Creek Road,697,765,All,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =18.12; sdi =38.01; age =16,mesh_cracks =1.69; shove =1.08; poth =0.18,,,,,,,,,,,,,,,,,,,,,,RehabAC_UH,pdi =19.89; sdi =47.23; age =7,mesh_cracks =1; shove =0; poth =0,,,,,,,,,,,,,,,
211,38,Tyler Place,279,322,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =58.28; sdi =33.81; age =44,mesh_cracks =6.24; shove =30.76; poth =1.49,,,,,,,,,,,,,,,,,,,,,
212,20,Burkes Creek Road,697,765,All,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =7.52; sdi =18.07; age =16,mesh_cracks =1.16; shove =1.08; poth =0.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,10,Upper Ahu Ahu Road,0,46,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =5.21; sdi =14.13; age =21,mesh_cracks =0.53; shove =0.33; poth =0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,9339,Weston Way,2385,2696,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =29.54; sdi =36.13; age =21,mesh_cracks =23.95; shove =0.48; poth =0.45,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =99.32; sdi =1.49; age =8,mesh_cracks =99.32; shove =0; poth =0,,,,,,,,,,,,,,,
215,20,Burkes Creek Road,0,21,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =29.6; sdi =8.41; age =14,mesh_cracks =0.72; shove =23.93; poth =0.37,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =85.6; sdi =1.21; age =6,mesh_cracks =0; shove =85.6; poth =0,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =86.6; sdi =1.24; age =6,mesh_cracks =1; shove =85.6; poth =0,,,
216,8,Tarras Road,86,120,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,Preseal_AC,pdi =12.48; sdi =10.63; age =20,mesh_cracks =1.53; shove =8.44; poth =0.18,ThinAC_H,pdi =0; sdi =0; age =0,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,20,Burkes Creek Road,0,21,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =23.52; sdi =92.51; age =14,mesh_cracks =1.18; shove =5.6; poth =0.35,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =17.12; sdi =44.01; age =6,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =18.12; sdi =44.04; age =6,mesh_cracks =1; shove =0; poth =0,,,
218,12,Kriletich Drive,0,263,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =6.04; sdi =7.79; age =39,mesh_cracks =0.83; shove =0.35; poth =0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =4.03; sdi =5.99; age =12,mesh_cracks =1.64; shove =0; poth =0,,,,,,
219,25,Founders Lane,0,597,All,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =26.56; sdi =112.77; age =9,mesh_cracks =6.56; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,9,Kowhai Glen,0,305,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =5.75; sdi =5.92; age =39,mesh_cracks =0.72; shove =0.43; poth =0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,3,Matai Way,0,557,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =5.74; sdi =5.9; age =24,mesh_cracks =0.71; shove =0.43; poth =0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,15,Fendall Close,438,585,All,,,,,,,,,,,,,ChipSeal_P,pdi =3.29; sdi =3.32; age =10,mesh_cracks =1.19; shove =1; poth =0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.2; sdi =11.99; age =9,mesh_cracks =1; shove =0; poth =1,,,,,,,,,,,,,,,,,,
223,11,Lower Ahu Ahu Road,0,158,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.7; sdi =23.88; age =13,mesh_cracks =0.88; shove =1.24; poth =0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =20; sdi =51.19; age =10,mesh_cracks =0; shove =0; poth =0,,,,,,,,,
224,38,Tyler Place,334,389,All,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =59.16; sdi =31.58; age =38,mesh_cracks =29.4; shove =0.6; poth =2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =168.43; sdi =70.18; age =10,mesh_cracks =100; shove =0; poth =6.84,,,,,,
225,10,Upper Ahu Ahu Road,0,46,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =5.69; sdi =5.86; age =22,mesh_cracks =0.69; shove =0.43; poth =0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,15,Fendall Close,0,438,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =35.87; sdi =37.64; age =15,mesh_cracks =1.42; shove =17.92; poth =0.35,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =102.72; sdi =44.03; age =6,mesh_cracks =0; shove =85.6; poth =0,,,,,,,,,,,,,,,,,,,,,,,,
227,37,Freemason Avenue,149,172,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =4.9; sdi =5.62; age =20,mesh_cracks =1.41; shove =1.07; poth =0.17,,,,,,,,,,,,,,,
228,27,Gallop Lane,116,136,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =4.72; sdi =5.87; age =20,mesh_cracks =1.11; shove =1.07; poth =0.17,,,,,,,,,,,,,,,,,,,,,
229,917,Port Street East,2120,2350,All,,,,,,,,,,ChipSeal_P,pdi =3.04; sdi =3.91; age =18,mesh_cracks =0.2; shove =1.07; poth =0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.29; sdi =13.05; age =16,mesh_cracks =1.09; shove =0; poth =1
230,9339,Weston Way,3457,3675,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =17.27; sdi =23.47; age =27,mesh_cracks =2.34; shove =1.75; poth =0.87,,,,,,,,,,,,,,,,,,,,,,,,
231,9339,Weston Way,1237,1589,All,,,,ChipSeal_P,pdi =0; sdi =7.41; age =16,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.93; sdi =13.25; age =8,mesh_cracks =1.65; shove =1; poth =1,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =13.18; sdi =13.75; age =8,mesh_cracks =1.85; shove =1; poth =1,,,
232,16,Sarah Lane,0,515,All,,,,,,,ChipSeal_P,pdi =13.2; sdi =14.15; age =17,mesh_cracks =0.13; shove =0.07; poth =1.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =10; sdi =11.66; age =11,mesh_cracks =0; shove =0; poth =1,,,,,,,,,,,,,,,,,,
233,33,Okoare Lane,0,58,All,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =19.23; sdi =43.48; age =12,mesh_cracks =1.83; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =20; sdi =51.18; age =10,mesh_cracks =0; shove =0; poth =0,,,,,,
234,20,Burkes Creek Road,697,765,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =17.81; sdi =32.98; age =18,mesh_cracks =2.31; shove =1.25; poth =0.35,,,,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =21.03; sdi =49.66; age =8,mesh_cracks =1.17; shove =0; poth =0,,,,,,
235,20,Burkes Creek Road,549,697,All,,,,,,,,,,,,,ChipSeal_P,pdi =12.25; sdi =25.3; age =15,mesh_cracks =0.64; shove =0.24; poth =0.24,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =17.12; sdi =44; age =6,mesh_cracks =0; shove =0; poth =0,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =17.12; sdi =44.02; age =6,mesh_cracks =0; shove =0; poth =0,,,,,,
236,20,Burkes Creek Road,0,21,All,,,,,,,,,,,,,,,,ChipSeal_P,pdi =6.73; sdi =47.16; age =14,mesh_cracks =0.7; shove =1.25; poth =0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =12.53; sdi =13.73; age =9,mesh_cracks =1.27; shove =1; poth =1,,,,,,,,,,,,,,,
237,27,Gallop Lane,0,116,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =22.73; sdi =54.83; age =13,mesh_cracks =1.32; shove =1.24; poth =0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =20; sdi =51.18; age =10,mesh_cracks =0; shove =0; poth =0,,,,,,,,,
238,10,Upper Ahu Ahu Road,46,68,All,,,,,,,,,,,,,,,,,,,,,,ThinAC_P,pdi =13.66; sdi =14.75; age =18,mesh_cracks =0.87; shove =1.33; poth =1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,11,Lower Ahu Ahu Road,0,158,All,,,,,,,,,,,,,ChipSeal_P,pdi =3.37; sdi =4.3; age =11,mesh_cracks =0.4; shove =1.07; poth =0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.47; sdi =13.38; age =15,mesh_cracks =1.22; shove =0; poth =1
240,37,Freemason Avenue,0,149,All,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.05; sdi =19.69; age =21,mesh_cracks =0.86; shove =0.43; poth =0.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =20; sdi =51.2; age =10,mesh_cracks =0; shove =0; poth =0,,,,,,,,,
241,9339,Weston Way,2385,2696,All,,,,,,,ChipSeal_P,pdi =2.15; sdi =3.79; age =17,mesh_cracks =0.17; shove =0.08; poth =0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.56; sdi =13.22; age =11,mesh_cracks =1.3; shove =0; poth =1,,,,,,,,,,,,,,,,,,
242,9339,Weston Way,2385,2696,All,,,,ChipSeal_P,pdi =7.28; sdi =0; age =16,mesh_cracks =7.28; shove =0; poth =0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ChipSeal_P,pdi =11.76; sdi =13.19; age =11,mesh_cracks =1.5; shove =0; poth =1,,,,,,,,,,,,,,,,,,,,,
